barcode,gene_name,1h_vs_0h,2h_vs_0h,4h_vs_0h,6h_vs_0h,8h_vs_0h,10h_vs_0h,12h_vs_0h,16h_vs_0h,24h_vs_0h,48h_vs_0h
WBGene00006223,str-179,0.48529898708040176,0.5267342969232683,0.4764228026373918,0.4933791779218247,0.45151347163486455,0.43507382296965874,0.4317338730284831,0.43669853206536124,0.45286941294310495,0.4555216183544369
WBGene00006227,str-183,0.46605364104939273,0.4824932845186005,0.4392509440045301,0.3896541435621356,0.40093990216909625,0.39547347896847,0.4199933049461675,0.38965415618043375,0.39547348266510873,0.3435938312180981
WBGene00006307,suf-1,0.4934338149140574,0.5175776589095427,0.5041238586902783,0.5108279858412452,0.5041757211338126,0.49908356931254805,0.4824434691000961,0.5081293762909767,0.5016367058210687,0.499412102762358
WBGene00006311,sun-1,0.49220272979216395,0.5153461220208339,0.4978462989293432,0.5062903569408337,0.4979978224478202,0.49424444298717723,0.4813269420464075,0.5041230957014038,0.4948478118382879,0.4978530959518234
WBGene00006324,sup-17,0.4929197641014226,0.5131981395073129,0.4988870330718379,0.5050207178873095,0.498254750938805,0.49518497913489556,0.4792443521783515,0.5093467155265275,0.4961128858793159,0.49617661697315846
WBGene00006349,sur-2,0.4938815783854584,0.5157515560683142,0.5018233820578653,0.5092747958272642,0.5007954498339716,0.4993839276598352,0.4817105886210247,0.5122987297939844,0.49903452934088965,0.4983035778048403
WBGene00006351,sur-5,0.5143371238593646,0.5268849811317704,0.5233302766464256,0.5308016603390862,0.5310648093296135,0.53249752835164,0.5244343375766155,0.522261223489501,0.5300819840650426,0.5204184832481372
WBGene00006352,sur-6,0.49319232498361837,0.5149282144336831,0.49957419639776224,0.5065113153803544,0.5006046955359729,0.49811765551340476,0.4826094025269529,0.5067935701558893,0.49691736091963934,0.5000538560128539
WBGene00006353,sur-7,0.493652197256459,0.5143913140268058,0.494718884665066,0.5017043681473382,0.49085160368078923,0.4881699082023314,0.4817156607574161,0.49519651366675543,0.48759178246676776,0.484439995273159
WBGene00006363,syd-1,0.48826732868823686,0.5031790139178196,0.4925847285660264,0.4928186319150716,0.4670343842427854,0.4651492631075003,0.43078462269816375,0.5877360479616875,0.4676541057678839,0.50234218145784
WBGene00006372,syx-2,0.5107759159358336,0.5516531124768354,0.5445290452142972,0.5668325740371969,0.5286720019810776,0.5374897445181002,0.539396122978923,0.5665538467578926,0.5466424663102071,0.5246754455818216
WBGene00006373,syx-5,0.4932728582230958,0.5135772845009302,0.5000437412794162,0.5062623270172275,0.4986988314637925,0.4953640008775161,0.4811120437861065,0.5029591871235719,0.49764049943974825,0.5003288011239004
WBGene00006380,tab-1,0.5293428414570769,0.5467513087737128,0.5425238890476015,0.5417996414923804,0.5571418916879306,0.5474370035031234,0.5446623718452436,0.5659029962481575,0.5501287991540519,0.570778150211415
WBGene00006382,taf-1,0.4922238459421811,0.512183816192976,0.4996233734002083,0.5072347643034798,0.5021701178509141,0.49624437458763526,0.4753297680154287,0.5027123402201129,0.4975739738347763,0.49821790291663764
WBGene00006386,taf-5,0.49392674952839155,0.514733044556508,0.5009544819595733,0.5077057079781343,0.5029768123241907,0.49955537696918684,0.48000913136524964,0.5067639602026317,0.4983234262939913,0.4984680267187962
WBGene00006389,taf-7.2,0.494547465765216,0.5125924570664278,0.5037218585026129,0.5131146739927391,0.5008633471726356,0.4962973421344189,0.4804814977022599,0.5181534619187503,0.5031421300688977,0.5142725900847122
WBGene00006390,taf-8,0.49444658747169434,0.5168660093008989,0.5028096345086416,0.5121220983792033,0.5028650853616172,0.4992314207216782,0.48317400520370835,0.5061477644924858,0.49923502517832874,0.5044618188648587
WBGene00006402,fut-3,0.4934417303297179,0.5168510829503136,0.4996710038661328,0.5071018630815123,0.49888856547435473,0.49489484309250403,0.4806153886542973,0.5066904696577996,0.4974758745395135,0.49635599873928765
WBGene00006415,tag-30,0.49299358093615775,0.5158650991135265,0.4997599375115166,0.5074105900180003,0.49763767036366635,0.4956370990116175,0.4818452302038089,0.5079373095901598,0.49446009660141177,0.4999670960019313
WBGene00006429,arrd-3,0.5625000046284244,0.5809659920498619,0.5604270764064231,0.5904661828936644,0.5740265370902538,0.5539060373114704,0.5792805516059893,0.6030682952684094,0.604365706322585,0.57034568298345
WBGene00006459,tag-89,0.48556312135035623,0.5081398785023824,0.4676783158646586,0.4844241423719693,0.44534569024415044,0.45242691394000145,0.46392075101515867,0.4470965908716179,0.4510544597257016,0.4636806233505354
WBGene00006460,ppm-1,0.49201337746692275,0.5136929228374133,0.4986742980234556,0.5072011795293474,0.49976307397370695,0.49630479205467426,0.4815218902027786,0.5025135029546721,0.49810699804585645,0.49668894248842793
WBGene00006463,nduf-2.2,0.490519407346114,0.5137752899382347,0.49588274470924504,0.5057538513093957,0.49858004059173683,0.4929553490469022,0.47650926059156956,0.4979822626861862,0.49716147145917006,0.4988128785475713
WBGene00006466,tag-115,0.494176157903065,0.5140828929397856,0.5013557445271862,0.5071413585455757,0.4962089155957595,0.49758075044321165,0.48183443207070076,0.49947780139466774,0.49148917386677854,0.49655383653252194
WBGene00006470,tag-120,0.5059900090644629,0.5336345629369114,0.5311167493446531,0.5445414361664834,0.5228865101164935,0.5240965424827532,0.5101376396963242,0.5397313094917191,0.5231568125425746,0.49386414234557635
WBGene00006477,chup-1,0.4905855785348218,0.5106904960403047,0.493875924671588,0.5021048447578089,0.4893826178153244,0.48951415650249075,0.4726845953792412,0.5115181193267471,0.4927924299161611,0.48982906529745135
WBGene00006490,kdin-1,0.4942245064938828,0.5099870503068206,0.4979819047725255,0.5010714902542978,0.5010294668029569,0.4957473590864149,0.4785695862260093,0.4944747909963427,0.49475619502675344,0.495476927339147
WBGene00006492,let-391,0.4922256604058157,0.5158933578658692,0.5010137198828294,0.5041952931344154,0.49772670334710667,0.49329184696217143,0.4770058804515843,0.5043172664102961,0.4927930403201563,0.4929583370421885
WBGene00006504,kcc-1,0.49446666736112316,0.5160622079063516,0.4999191398923034,0.5050331118711147,0.4943462682948927,0.4958313867808842,0.4805952097017389,0.5070169081046304,0.49362046443154706,0.5015291672736979
WBGene00006505,lagr-1,0.46718183727392576,0.49448584466308154,0.486418330112862,0.4877411357479464,0.46988982032538174,0.504107802296192,0.4859730573348472,0.5839855914974175,0.49159690131727013,0.5204256803796926
WBGene00006512,abcf-1,0.4925032967032319,0.5143463798538671,0.4977373269706431,0.5064449256530493,0.5017073233247213,0.49285440042567596,0.4750959198689723,0.49809190191863023,0.4975936713241226,0.49913319535035217
WBGene00006514,tdp-1,0.4949909052304975,0.5172350828565535,0.5011187848861249,0.5080044379780867,0.4973147813171567,0.49520419144650785,0.4836420995170934,0.5069888993710091,0.5002361778963593,0.5006846781839045
WBGene00006515,txdc-9,0.49343919665802655,0.5147763487303495,0.5012795360323129,0.5073942183334154,0.5007787662402735,0.4951807012821126,0.47823041739069116,0.5065981032559134,0.5000744646643781,0.5025484105229773
WBGene00006516,vps-16,0.4930155112942241,0.5151937746049108,0.5019102709828935,0.5055587442757807,0.5004433294335353,0.4968266429023285,0.480503880034019,0.5053530092610367,0.5025924286330411,0.4988857640554619
WBGene00006530,tba-4,0.49345838683673,0.5110113919259409,0.5133510405319512,0.530341054489711,0.5317254032224197,0.5362111186452826,0.5305041985182379,0.5034474992801546,0.541198482108433,0.5247050457674018
WBGene00006538,tbb-4,0.5105548152609826,0.523702309015962,0.5161445091175394,0.5107293959719106,0.5381825267549377,0.513477596646065,0.5019433752733214,0.5951799231257606,0.5188942544050804,0.5609145884259554
WBGene00006540,tbg-1,0.49319818774379287,0.5163629370442233,0.49906334719567996,0.5083387022859206,0.5018729769369102,0.4984177578698745,0.48338365713467135,0.5091528535118333,0.5018899797744281,0.5002514208847287
WBGene00006544,tbx-7,0.5235772294260154,0.5660564071840131,0.523577229251701,0.5312232016929985,0.5415988217478678,0.5235772299628971,0.5289967050685976,0.5520738175086286,0.5319533125946367,0.5538023370892008
WBGene00006555,tbx-36,0.4939511126805813,0.5141905647986678,0.5019200572950239,0.5039777503195846,0.49210112522973076,0.4914916124588969,0.4766805798580654,0.5110268749653372,0.49078316917461623,0.4981256353903383
WBGene00006557,tbx-38,0.4720061277106127,0.5132882215555783,0.47032852752236526,0.500000010808447,0.49466675589519155,0.49036432889670717,0.4854891778024964,0.5401434913107209,0.49434299116123925,0.5528643243638005
WBGene00006571,tim-1,0.4941075809484148,0.5167209830796088,0.5019289550183856,0.512856555907048,0.5044690409368721,0.49931524315187115,0.47996414424272893,0.5046604724204079,0.5027260927275791,0.5012864482985234
WBGene00006575,tir-1,0.5148105667079258,0.5495654840586227,0.5424812889202464,0.5560848272675972,0.5506767021861596,0.5451321850499713,0.5370056777786304,0.5611960398251726,0.5435152670569449,0.5122866853663235
WBGene00006577,tlf-1,0.4891496251189554,0.5135524683933416,0.4924938886601826,0.5012368150062213,0.49257908052137794,0.4907556265570487,0.47726988753881466,0.5007372824597128,0.4921557524654364,0.49692098242058386
WBGene00006578,tli-1,0.4908709708897485,0.5173416945979794,0.5016172327355667,0.5168223938000022,0.5089356677319093,0.5092760711062012,0.5010400216805825,0.5438707776790548,0.5482388751355437,0.49962264548421115
WBGene00006579,tlk-1,0.49226465089973676,0.5151089359749322,0.5000773338451042,0.5098111162007838,0.5010989530140659,0.4988663830668837,0.4842967102045196,0.5069840113319465,0.4960819012619491,0.5005615237406481
WBGene00006590,toc-1,0.49477098025298916,0.5145380422702972,0.5014779642401166,0.5090236646152929,0.4994727152825966,0.4940389566603643,0.480901162317244,0.5049394965833635,0.49867442147780117,0.49616103871266387
WBGene00006595,top-1,0.49370986631872693,0.5136636120337835,0.4981696676293066,0.5045726820688718,0.49874728727372303,0.4938610334917704,0.47541868391321146,0.5007795475045714,0.49340400164199644,0.5001538791032654
WBGene00006607,tre-1,0.49270094985616675,0.5154553269367425,0.4977379931129844,0.5029739403014044,0.4936588789757028,0.4928059824936341,0.4798485096711761,0.49849078525778145,0.49464383414270396,0.49503583421327757
WBGene00006621,try-3,0.4890093916015246,0.4968550726327117,0.4868587661790673,0.48058224872433475,0.4741944452825384,0.46847047344962683,0.4694186247212265,0.4814117727836627,0.4546979450536941,0.4418289276751106
WBGene00006626,tsn-1,0.4897023531036042,0.5111666206533384,0.4991690513991892,0.5084133056267389,0.5013828032183687,0.49417280867046903,0.4768862957852117,0.5037854366426572,0.49901668166845725,0.4931730055957709
WBGene00006627,tsp-1,0.5231364633778024,0.5851606356011669,0.5950891832231613,0.6570534173210094,0.5802589726467069,0.5603271742540198,0.5612648115632619,0.6254588772039419,0.573188449939945,0.47467148637144946
WBGene00006638,tsp-12,0.4928751773421845,0.5166035875367379,0.5002333088277227,0.5087381437954771,0.4959618562986242,0.4950380834373165,0.4808127862709035,0.5064459077565023,0.497496002333078,0.4967725565400634
WBGene00006640,tsp-14,0.4835340662012388,0.5150377345319488,0.49210651861453303,0.5070148943260072,0.5005242460725621,0.5025912354371779,0.5046118998339392,0.5413799726977438,0.5062209883441809,0.5391513901614906
WBGene00006643,tsp-17,0.4858747806740243,0.4981783658410739,0.503101934122071,0.49817836564480544,0.503968944571588,0.5017855865369898,0.4734570383250249,0.5870198520409,0.49678756719738326,0.5429413025368576
WBGene00006646,tsp-20,0.48941254813179036,0.5123846974458796,0.5044869242443326,0.5186896609358447,0.5210099092778331,0.523068639854437,0.5150933376081195,0.5426583833874724,0.5147591751798308,0.541752984541227
WBGene00006666,twk-11,0.5268171116636211,0.5081808976857184,0.5319086415076276,0.5144018944931272,0.5210227159093258,0.5086398024823807,0.4953484683934775,0.6592643740925475,0.513104498423987,0.5567813819674452
WBGene00006667,twk-12,0.48623069178175593,0.5018060207190959,0.5206402177039963,0.545169929058013,0.5183307742418087,0.5496369127983654,0.5453277023689509,0.5520099082982243,0.5456424258812032,0.5551740321066488
WBGene00006670,twk-16,0.4831194370507621,0.510235509709771,0.4946611254184543,0.5148815805882707,0.5089645165413137,0.5260183638706062,0.526838614070057,0.5035425316471244,0.5206842645443104,0.5576597520394369
WBGene00006679,twk-26,0.48658056755494494,0.489792605595938,0.44799499926242314,0.4516808734434431,0.44685920343900387,0.46169724064981643,0.44570891625565673,0.438341401244353,0.4569417007502935,0.45275788124448507
WBGene00006680,twk-28,0.5126760643509272,0.5303391844018548,0.5325004486742013,0.5413098777985078,0.5461283836128696,0.5438559769435438,0.5375752035681635,0.5695339303810325,0.5606088927354996,0.5461283849195205
WBGene00006682,twk-30,0.4831429839542947,0.5104243585265698,0.5055888245814153,0.5036103681440836,0.47818197554076264,0.4645540436730047,0.44820925398546474,0.49983970960381946,0.4729320379526947,0.45210602988933973
WBGene00006683,twk-31,0.48604114010214444,0.5023421793850718,0.49386373302701275,0.5045122675621676,0.4949995318183857,0.5127052342970567,0.5163407330793549,0.5455129502903038,0.5163407351783756,0.5376607511968925
WBGene00006685,twk-33,0.4880724712048248,0.49441359580822924,0.4872962685646335,0.5021190959119266,0.49701706673381413,0.5023392876154646,0.5083988410364213,0.4928391086322861,0.5064238922013293,0.5553390888446795
WBGene00006690,twk-39,0.48397877687324525,0.5077457829019313,0.4741599689831907,0.47652259766591254,0.44524579023506516,0.45945894281292465,0.4733584698581975,0.508293931515278,0.43957294914440487,0.49053309950196805
WBGene00006700,uba-2,0.4920560279505137,0.5159851136534177,0.5018721072474195,0.5111247994283525,0.5078054906736016,0.5032591846635309,0.4843493857292654,0.5105942899220023,0.5055406252015938,0.50753973476144
WBGene00006703,ubc-6,0.4921889304273299,0.5146751575604637,0.5013697462216699,0.5065991284011676,0.499693532274285,0.4950458726641588,0.4820699997963463,0.5006334838682684,0.4976093364137343,0.4955544309209168
WBGene00006705,ubc-8,0.5072748493354923,0.5408556427800202,0.5094736523440462,0.5145418206312874,0.4787993365617511,0.48464919483349267,0.4664182465257313,0.49458031948850933,0.46273739257585766,0.465361578696146
WBGene00006708,ubc-13,0.4912519852748802,0.5120202374559157,0.496625835125445,0.5078917748007237,0.49893319754696475,0.492175393599851,0.48023358099775,0.5007395093103153,0.49555186504322074,0.5011044904545267
WBGene00006720,ubc-25,0.48924012093538033,0.5154046281141105,0.49788127352375394,0.5070660659443993,0.49779133243527635,0.49588473582599885,0.48124235476868604,0.5073531246850419,0.4951398863185412,0.49819063286718535
WBGene00006729,ucp-4,0.49315641363520385,0.5083655871531115,0.4997137050127356,0.5013241865217062,0.492528901210585,0.49000085434914525,0.4812506076529794,0.5015898217865231,0.49315641521440157,0.494862002936649
WBGene00006734,ufd-2,0.49422801480229656,0.5132841507457513,0.5006162914092472,0.506655376929616,0.5044156476642396,0.4970123932234258,0.4794254203971915,0.5013581230437135,0.4974235173376722,0.4957770167805939
WBGene00006736,ulp-1,0.4936556171261782,0.5120881719668529,0.49869793768096676,0.5019030485936529,0.4986159330073082,0.4932533390006589,0.4763818349999721,0.5015290915320016,0.4931226353167494,0.4940861281223308
WBGene00006737,ulp-2,0.4911676299235477,0.5096232961126859,0.49531144348820727,0.49964078275656154,0.4947334441217546,0.4896699466484472,0.4754520076701763,0.49744536979262227,0.48767920627857186,0.4906592705595846
WBGene00006740,ulp-5,0.4941909892867504,0.5110722336598782,0.5013066308281573,0.5089124820990083,0.502293196992332,0.49311111823576625,0.47907917686121354,0.5082790554314667,0.4976999336541169,0.5003991277826049
WBGene00006750,unc-10,0.49009273041796414,0.5206550617173594,0.4982156515485111,0.5095306612839114,0.48316959268862725,0.48477069030674974,0.4763856652813488,0.5199741780806691,0.4704131479397829,0.5143856181734211
WBGene00006755,unc-16,0.4927568153085081,0.5164525838131848,0.5029458855477503,0.5118686610949612,0.5053087943117763,0.504033400746108,0.4848543430507347,0.5064488527048209,0.5032243444315584,0.5048877645878599
WBGene00006760,unc-23,0.5076540944988557,0.551410406223488,0.558948554307186,0.5937916676458087,0.5950357504117587,0.6065229518600362,0.6099869119387312,0.6429016306499687,0.6647443807846132,0.5455948344374492
WBGene00006766,unc-30,0.4810898422001776,0.5017241308370528,0.4715896536332124,0.48362996884038373,0.4771402282027485,0.46868074283519506,0.4676898719125553,0.5314267732973805,0.47714023297762204,0.5558178095700212
WBGene00006768,unc-32,0.49391279894925794,0.5167037346488262,0.5007199399680727,0.5074962207073149,0.5035173776223187,0.49833154321679957,0.481272646615492,0.5065775517286667,0.4981372898907259,0.4960435681831489
WBGene00006772,unc-36,0.508779356379237,0.5234781268533819,0.5121634209093664,0.5267282738657889,0.5130204265193344,0.5262034254633415,0.5280271741280388,0.5447415256912669,0.5254103798625007,0.5333356790218327
WBGene00006776,unc-40,0.49271834149798605,0.5148248715214802,0.49991506918463646,0.5059749215159455,0.5021490669384174,0.4994783248902688,0.48169446945239947,0.508955845745172,0.5022153573535014,0.505121475550824
WBGene00006781,unc-45,0.4917126654059857,0.515240660611964,0.4979947291143731,0.5063948862431739,0.5006867933761813,0.49763104807639585,0.4800853522397076,0.5095975458585618,0.5018841186837817,0.5040050954332062
WBGene00006788,unc-53,0.48273012486604416,0.5070582658441719,0.4944851423305188,0.5008446005257707,0.4938949059791964,0.49580888638724885,0.49401326189461137,0.547871972830537,0.5041107562169569,0.5386029013991346
WBGene00006791,unc-57,0.49020942871439505,0.5118992073711184,0.49861837505167533,0.5091110962668514,0.4997086987532764,0.49761075756042944,0.4826382647754932,0.509596129420428,0.4986774230935956,0.49946243646488847
WBGene00006801,unc-68,0.5077148361708501,0.5300226817176206,0.5182299171262623,0.5281776486034634,0.5110344615241486,0.5231532543347134,0.517297300090169,0.5171182667679208,0.5198031547920515,0.5231821464313631
WBGene00006808,unc-76,0.4883152100540687,0.509797915806293,0.4954925704518167,0.5044309100037031,0.49482985857313083,0.49334237532642516,0.47832138834246335,0.506132010978076,0.49247414864423694,0.49741332282880696
WBGene00006816,unc-84,0.49233600548654266,0.5167369673345165,0.4987409351065449,0.5062567492231445,0.4992329228761085,0.49479208346556924,0.4824864381616017,0.5119681187926659,0.49493166374762887,0.5027889696491469
WBGene00006818,unc-86,0.477546905207197,0.5044916360162707,0.5105125290939563,0.49552793395166167,0.4957822858735794,0.48090381824686396,0.46873502783992144,0.5810557391233038,0.4772354801239211,0.5325960797757979
WBGene00006823,unc-94,0.4932023194367431,0.5157818377759475,0.5000693111159685,0.5109546571029792,0.4970371134561875,0.49516058942594826,0.48222205756696823,0.5065146682037898,0.4964822813468913,0.4985997669096627
WBGene00006829,unc-101,0.4953749676498708,0.5158102539804016,0.5024162655203352,0.5107367449704465,0.5042994310893821,0.4992555241974012,0.48588615932448365,0.5082460883681674,0.5002878749690886,0.5014892022185772
WBGene00006833,unc-108,0.4904110722165347,0.5135893490630641,0.49781654956553184,0.505066553520185,0.4941355074974438,0.493262061688466,0.4821376929764857,0.5067634356500925,0.4961566349928985,0.49347645997699513
WBGene00006845,unc-122,0.5237133589474708,0.5097198610465569,0.5014543765974426,0.4954906521374912,0.4785874109836946,0.5014543805148768,0.4738154861075601,0.5438338756339065,0.48399914229483987,0.5965828503445807
WBGene00006856,usp-14,0.49185563628760764,0.5140070358098655,0.499084749378573,0.5056124868599553,0.5033636833745628,0.49874180880943614,0.4823942089903852,0.5050602459747129,0.5025587571744317,0.4992818349598745
WBGene00006868,vab-1,0.49445455487227974,0.517531259893831,0.5054549240211572,0.51338756183108,0.5055493436370997,0.5036158644249344,0.4869792502681074,0.5134754890589259,0.5021114693357359,0.5049894156965017
WBGene00006888,vbh-1,0.49281467322676564,0.5134118445434194,0.4987171383032065,0.5060382740356388,0.4981749182533136,0.49122728918224196,0.47429332024835713,0.4975910322638823,0.49468359233281844,0.49090110744505466
WBGene00006923,vhp-1,0.49106208035993365,0.5570198393958498,0.5332376492873475,0.5570254050603125,0.5340233289044549,0.5360107509840708,0.5338437352362928,0.5689370366465106,0.550110634859767,0.48464441950187476
WBGene00006928,vit-4,0.4941451112457489,0.510474325205348,0.5031983791106505,0.5069982342816315,0.49856659388744184,0.4934776380417186,0.4806055783015714,0.5009245130816226,0.4901602669004171,0.4811472092416385
WBGene00006931,vps-26,0.4921370472482969,0.5100567543408494,0.4964155449047957,0.5006858959855381,0.4936338245114156,0.4877560722013444,0.47593774126761795,0.5005899944601334,0.4889225235543611,0.48950889175412854
WBGene00006933,vps-35,0.4924189045079482,0.5136139558360717,0.4989025077958136,0.5063633425352658,0.5018275402222828,0.4946317089472812,0.4780549896006681,0.5027768291676205,0.49657729758149527,0.49628373201437437
WBGene00006934,vps-54,0.4929698348591468,0.5109848568627113,0.4980012039378594,0.5043908252789203,0.502859270258714,0.495520612539035,0.4774833246130643,0.4999753321876155,0.4971585634206263,0.49634973162588436
WBGene00006936,glp-4,0.4946180163302948,0.517602384603463,0.49784237490517125,0.5043113337116013,0.5017480257674167,0.4920345447057518,0.4749708398309094,0.49811072158149444,0.4935677094715002,0.49617190746953377
WBGene00006940,wee-1.3,0.49279278431604856,0.5133908538427933,0.5008087427996742,0.507218040702966,0.4992668114312832,0.4947585620319724,0.4815921961631543,0.506537817046297,0.49575909892292724,0.4937705545371163
WBGene00006941,wnk-1,0.4901429365724442,0.5104776848883567,0.4977191143284532,0.5043133013665051,0.49722052116809157,0.4930106795474503,0.47493670692175777,0.4991950413993223,0.4898649419736991,0.4938950265781017
WBGene00006943,wrm-1,0.4922440048900552,0.5171830092424419,0.5008928189322787,0.5070703049689016,0.5024829330455146,0.4991008551829439,0.4796247041337984,0.5049575647278963,0.5000999306014932,0.4989920408864198
WBGene00006947,wrt-1,0.48371910793193557,0.47807407379254085,0.49080826766133706,0.46646696563979057,0.4783270017579082,0.4765414650739541,0.4497387468209767,0.649878527917475,0.45927365697346517,0.5785582155140463
WBGene00006950,wrt-4,0.4585647069549946,0.5096356963721757,0.49654486316345603,0.47153942122014036,0.46478572507962657,0.40810503904413625,0.4326248636922044,0.5739451577242825,0.512040330759042,0.5026718930108292
WBGene00006958,wve-1,0.4912067884414669,0.5135608943079111,0.5018351928833847,0.5122583925034018,0.5020897325931288,0.4960972809443584,0.48052443106402587,0.51505825021392,0.4970067815757614,0.5053349369105719
WBGene00006959,xbp-1,0.5054077965594529,0.5377666917017409,0.5085488234485336,0.5142493083167555,0.49246625291851814,0.4925341683146067,0.48331071894630284,0.49943466955940424,0.4928213051103278,0.4825886593567212
WBGene00006962,xol-1,0.49196963495660573,0.5160279838930363,0.497650206368165,0.5042473476498504,0.4921279681312589,0.4762560123802165,0.46775630677809266,0.5038315018728725,0.48658240814024456,0.4882491560084818
WBGene00006968,yars-2,0.4929010688395649,0.5137152971119778,0.4985319579565793,0.5044306009493831,0.49879247803221816,0.4951739255938651,0.47815018199282255,0.4985169083114623,0.49279954441657237,0.4971568630472974
WBGene00006974,zen-4,0.49375535415793426,0.5203318748481216,0.5047238263131252,0.5132197597885552,0.504880912887529,0.501048187015812,0.4839428516015398,0.51082745464823,0.5002056103220004,0.5018706680953166
WBGene00006976,zhp-3,0.4912434904243014,0.5113915247998356,0.49751254658445304,0.5048443925232553,0.4949915022555706,0.4890869039184508,0.477403596623945,0.5004585521908211,0.48828247866210145,0.49121044812621245
WBGene00006978,zig-1,0.5145413016547938,0.5312546060491149,0.5205317722580476,0.5331472704452885,0.5212978633149231,0.5366888842036464,0.5360434348813472,0.5366888850240873,0.5409594942443893,0.5424197442851391
WBGene00006983,zig-6,0.5178643029421772,0.5308892491939247,0.527886931825521,0.5358143505177693,0.5241015286078211,0.5323537371645212,0.5377896413150872,0.5199123099903101,0.5556347919643875,0.5415212803273199
WBGene00006986,zip-1,0.49194905404589206,0.5170255947910656,0.4880076620288826,0.4938698190679616,0.487209343705318,0.48185517687257207,0.47678582317346924,0.4827892726428764,0.4789933914095151,0.4922110237799879
WBGene00006988,zyg-1,0.49332498670523434,0.5170475601333194,0.5039197072612673,0.5098624380146847,0.5045347861165546,0.500516614614785,0.4829953163655024,0.507457289276298,0.5017510207325846,0.5051371592993605
WBGene00006997,zyg-12,0.4924647153846705,0.5146101314189896,0.4961812288264474,0.5030154487568111,0.49850604488830663,0.49342707930078233,0.4792606833050599,0.4982751097052742,0.4931262646961008,0.49557013428121494
WBGene00007008,rfp-1,0.4914401027962712,0.5146868870299797,0.4968315633990994,0.50582616417843,0.5000408878922467,0.4945481833560665,0.48273215754487214,0.5013585357415997,0.4965811421312596,0.49581955694847546
WBGene00007009,wwp-1,0.49197049345880145,0.5140901039043879,0.49611596048844375,0.5083957175579652,0.49280272091645394,0.49071437443169763,0.482374486852592,0.5049469145193708,0.4933445015975068,0.492916033602787
WBGene00007016,mdt-15,0.49153570472930674,0.5117210092417239,0.4950180458215819,0.5032598837079427,0.49525868819940055,0.4920901401207598,0.47752193045017083,0.49709698009168835,0.49042583069468465,0.4930513667502119
WBGene00007017,mdt-17,0.4934868704301211,0.515907729827929,0.5075844857905348,0.5186816420105121,0.5117043609606732,0.5052859250638303,0.49210609468218114,0.5228984157615042,0.5200629393706281,0.5246994017847795
WBGene00007023,mdt-27,0.49186454969761095,0.5124138391398728,0.49684971225840646,0.5040961066855948,0.49565369822245764,0.49015642750897187,0.4766434635471799,0.5058334522328629,0.49072523473975477,0.4938837589037994
WBGene00007026,mdt-31,0.4932645555716172,0.5133447456612251,0.5014287756143778,0.5050904884840163,0.4995312085981902,0.49768884174764716,0.4793213522494675,0.5066848770193866,0.49966271739371165,0.5058824469553683
WBGene00007042,pbrm-1,0.49329973832467855,0.5171943129675705,0.5019091194598345,0.5122870454437196,0.506770477945154,0.502924957909042,0.4859798038173343,0.5121196272490134,0.5007521464162055,0.5054956281169348
WBGene00007043,tag-179,0.4918506159097281,0.5130443150699402,0.4992611107585301,0.5023315279283779,0.49323651364127996,0.488110469702954,0.47513381701999274,0.49930896796220453,0.48828634097154944,0.48852929369151205
WBGene00007045,tag-189,0.49253686379334494,0.5096534087453366,0.49946035521210247,0.5034052391528748,0.49452391128784423,0.48978483356234537,0.47681325567993976,0.5027161300500378,0.48953592499210585,0.489679320207955
WBGene00007048,nfx-1,0.5088126271123868,0.5325694437094125,0.5086902554886236,0.5145338433702897,0.5073055969666381,0.5008669401479867,0.48425314323873764,0.504356029800856,0.49866803663189985,0.49645141538359006
WBGene00007053,chd-7,0.48937885588456725,0.5149130667901501,0.49935854381714234,0.5081566587548687,0.5008559875373167,0.49154381025862637,0.47573122381951904,0.5131429252744705,0.4892356800526023,0.5045738308032703
WBGene00007054,scpl-1,0.4929877860833171,0.5174000966021118,0.5003972704448996,0.5095685205783743,0.5010751414123874,0.4995852369202985,0.48453568149619386,0.5062577661043695,0.4985366983662204,0.5045094466762651
WBGene00007058,dmd-6,0.5087398454724205,0.5504851749572754,0.5175792794080721,0.5277010115538281,0.5019036951592352,0.506983703806279,0.5049873778020233,0.5233407555665163,0.5068471880181201,0.4996112849806557
WBGene00007059,vps-52,0.49351605887612493,0.514753352369441,0.49742921281788555,0.5071312286125493,0.5025883204553799,0.49531366142975536,0.48078258043878264,0.5137787613904305,0.5006144039595759,0.5006824158241684
WBGene00007063,2L52.1,0.48864325572248823,0.5130377178128896,0.49207489756267875,0.5000818433228909,0.4979854471717315,0.49413699397246735,0.4748932143224785,0.49848638635643777,0.49410786223421477,0.5067796208492564
WBGene00007087,B0001.2,0.4932960474514323,0.510882353261321,0.49350155049339756,0.499469542723895,0.4930880963564579,0.4881593867185333,0.47052824550245137,0.49506494090012515,0.4878699193471885,0.49130994049116894
WBGene00007088,B0001.3,0.49116449180722205,0.5125655742814533,0.49801873987808504,0.5064281667710636,0.49942442063328724,0.493287344904559,0.48038918213245724,0.4996559067755653,0.49864437040587045,0.4999474675045284
WBGene00007089,B0001.4,0.490762045913284,0.510821501516352,0.497294786550354,0.505090597051044,0.4981574696010314,0.4924532937785144,0.48314624817327995,0.502387498993242,0.4963695403159978,0.4994661692073253
